GREEN LINE:
[62,j,yard, L: 50.000000, X: 0.000000, Y: 0.000000, TDBegin: 0.000000, TP: 0]
[7,c,rail, L: 100.000000, X: -7271.600000, Y: -1699.000000, TDBegin: 14902.600000, TP: 0]
[6,b,rail, L: 100.000000, X: -7271.600000, Y: -1799.000000, TDBegin: 15002.600000, TP: 0]
[5,b,rail, L: 100.000000, X: -7371.600000, Y: -1799.000000, TDBegin: 15102.600000, TP: 0]
[4,b,rail, L: 100.000000, X: -7471.600000, Y: -1799.000000, TDBegin: 15202.600000, TP: 0]
[3,a,rail, L: 100.000000, X: -7571.600000, Y: -1799.000000, TDBegin: 15302.600000, TP: 0]
[2,a,station, L: 100.000000, X: -7571.600000, Y: -1699.000000, TDBegin: 15402.600000, TP: 0]
[1,a,rail, L: 100.000000, X: -7571.600000, Y: -1599.000000, TDBegin: 15502.600000, TP: 0]
[13,d,rail, L: 150.000000, X: -7571.600000, Y: -1499.000000, TDBegin: 15602.600000, TP: 0]
[14,d,rail, L: 150.000000, X: -7721.600000, Y: -1499.000000, TDBegin: 15752.600000, TP: 0]
[15,d,rail, L: 150.000000, X: -7871.600000, Y: -1499.000000, TDBegin: 15902.600000, TP: 0]
[16,d,station, L: 150.000000, X: -8021.600000, Y: -1499.000000, TDBegin: 16052.600000, TP: 0]
[17,e,rail, L: 150.000000, X: -8171.600000, Y: -1499.000000, TDBegin: 16202.600000, TP: 0]
[18,e,rail, L: 150.000000, X: -8321.600000, Y: -1499.000000, TDBegin: 16352.600000, TP: 0]
[19,e,crossing, L: 150.000000, X: -8471.600000, Y: -1499.000000, TDBegin: 16502.600000, TP: 0]
[20,e,rail, L: 150.000000, X: -8471.600000, Y: -1649.000000, TDBegin: 16652.600000, TP: 0]
[21,f,rail, L: 300.000000, X: -8471.600000, Y: -1799.000000, TDBegin: 16802.600000, TP: 0]
[22,f,station, L: 300.000000, X: -8471.600000, Y: -2099.000000, TDBegin: 17102.600000, TP: 0]
[23,f,rail, L: 300.000000, X: -8471.600000, Y: -2399.000000, TDBegin: 17402.600000, TP: 0]
[24,f,rail, L: 300.000000, X: -8471.600000, Y: -2699.000000, TDBegin: 17702.600000, TP: 0]
[25,f,rail, L: 200.000000, X: -8471.600000, Y: -2999.000000, TDBegin: 18002.600000, TP: 0]
[26,f,rail, L: 100.000000, X: -8471.600000, Y: -3199.000000, TDBegin: 18202.600000, TP: 0]
[27,f,rail, L: 50.000000, X: -8471.600000, Y: -3299.000000, TDBegin: 18302.600000, TP: 0]
[28,f,rail, L: 50.000000, X: -8471.600000, Y: -3349.000000, TDBegin: 18352.600000, TP: 0]
[29,g,switch, L: 50.000000, X: -8471.600000, Y: -3399.000000, TDBegin: 18402.600000, TP: 0]
[30,g,rail, L: 50.000000, X: -8471.600000, Y: -3449.000000, TDBegin: 18452.600000, TP: 0]
[31,g,station, L: 50.000000, X: -8471.600000, Y: -3499.000000, TDBegin: 18502.600000, TP: 0]
[32,g,rail, L: 50.000000, X: -8471.600000, Y: -3549.000000, TDBegin: 18552.600000, TP: 0]
[33,h,rail, L: 50.000000, X: -8471.600000, Y: -3599.000000, TDBegin: 18602.600000, TP: 0]
[34,h,rail, L: 50.000000, X: -8471.600000, Y: -3649.000000, TDBegin: 18652.600000, TP: 0]
[35,h,rail, L: 50.000000, X: -8471.600000, Y: -3699.000000, TDBegin: 18702.600000, TP: 0]
[36,i,underground, L: 50.000000, X: -8421.600000, Y: -3699.000000, TDBegin: 18752.600000, TP: 0]
[37,i,underground, L: 50.000000, X: -8371.600000, Y: -3699.000000, TDBegin: 18802.600000, TP: 0]
[38,i,underground, L: 50.000000, X: -8321.600000, Y: -3699.000000, TDBegin: 18852.600000, TP: 0]
[39,i,station, L: 50.000000, X: -8271.600000, Y: -3699.000000, TDBegin: 18902.600000, TP: 0]
[40,i,underground, L: 50.000000, X: -8221.600000, Y: -3699.000000, TDBegin: 18952.600000, TP: 0]
[41,i,underground, L: 50.000000, X: -8171.600000, Y: -3699.000000, TDBegin: 19002.600000, TP: 0]
[42,i,underground, L: 50.000000, X: -8121.600000, Y: -3699.000000, TDBegin: 19052.600000, TP: 0]
[43,i,underground, L: 50.000000, X: -8071.600000, Y: -3699.000000, TDBegin: 19102.600000, TP: 0]
[44,i,underground, L: 50.000000, X: -8021.600000, Y: -3699.000000, TDBegin: 19152.600000, TP: 0]
[45,i,underground, L: 50.000000, X: -7971.600000, Y: -3699.000000, TDBegin: 19202.600000, TP: 0]
[46,i,underground, L: 50.000000, X: -7921.600000, Y: -3699.000000, TDBegin: 19252.600000, TP: 0]
[47,i,underground, L: 50.000000, X: -7871.600000, Y: -3699.000000, TDBegin: 19302.600000, TP: 0]
[48,i,station, L: 50.000000, X: -7821.600000, Y: -3699.000000, TDBegin: 19352.600000, TP: 0]
[49,i,underground, L: 50.000000, X: -7771.600000, Y: -3699.000000, TDBegin: 19402.600000, TP: 0]
[50,i,underground, L: 50.000000, X: -7721.600000, Y: -3699.000000, TDBegin: 19452.600000, TP: 0]
[51,i,underground, L: 50.000000, X: -7671.600000, Y: -3699.000000, TDBegin: 19502.600000, TP: 0]
[52,i,underground, L: 50.000000, X: -7621.600000, Y: -3699.000000, TDBegin: 19552.600000, TP: 0]
[53,i,underground, L: 50.000000, X: -7571.600000, Y: -3699.000000, TDBegin: 19602.600000, TP: 0]
[54,i,underground, L: 50.000000, X: -7521.600000, Y: -3699.000000, TDBegin: 19652.600000, TP: 0]
[55,i,underground, L: 50.000000, X: -7471.600000, Y: -3699.000000, TDBegin: 19702.600000, TP: 0]
[56,i,underground, L: 50.000000, X: -7421.600000, Y: -3699.000000, TDBegin: 19752.600000, TP: 0]
[57,i,station, L: 50.000000, X: -7371.600000, Y: -3699.000000, TDBegin: 19802.600000, TP: 0]
[58,j,yard, L: 50.000000, X: -7321.600000, Y: -3699.000000, TDBegin: 19852.600000, TP: 0]

 RED LINE:


 END toString()------------------------------------------

GREEN LINE:
[62,j,yard, L: 50.000000, X: 0.000000, Y: 0.000000, TDBegin: 0.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[63,k,rail, L: 100.000000, X: 0.000000, Y: -50.000000, TDBegin: 50.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[64,k,rail, L: 100.000000, X: 0.000000, Y: -150.000000, TDBegin: 150.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[65,k,station, L: 200.000000, X: 0.000000, Y: -250.000000, TDBegin: 250.000000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: south        nextBranches:   length: 200.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[66,k,rail, L: 200.000000, X: 0.000000, Y: -450.000000, TDBegin: 450.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 200.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[67,k,rail, L: 100.000000, X: 0.000000, Y: -650.000000, TDBegin: 650.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[68,k,rail, L: 100.000000, X: 0.000000, Y: -750.000000, TDBegin: 750.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[69,l,rail, L: 100.000000, X: 0.000000, Y: -850.000000, TDBegin: 850.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[70,l,rail, L: 100.000000, X: 0.000000, Y: -950.000000, TDBegin: 950.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[71,l,rail, L: 100.000000, X: 0.000000, Y: -1050.000000, TDBegin: 1050.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[72,l,rail, L: 100.000000, X: 0.000000, Y: -1150.000000, TDBegin: 1150.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[73,l,station, L: 100.000000, X: 0.000000, Y: -1250.000000, TDBegin: 1250.000000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[74,m,rail, L: 100.000000, X: -100.000000, Y: -1250.000000, TDBegin: 1350.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[75,m,rail, L: 100.000000, X: -200.000000, Y: -1250.000000, TDBegin: 1450.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[76,m,switch, L: 100.000000, X: -300.000000, Y: -1250.000000, TDBegin: 1550.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches: 77,101    length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 40.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[77,n,station, L: 300.000000, X: -400.000000, Y: -1250.000000, TDBegin: 1650.000000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[78,n,rail, L: 300.000000, X: -700.000000, Y: -1250.000000, TDBegin: 1950.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[79,n,rail, L: 300.000000, X: -1000.000000, Y: -1250.000000, TDBegin: 2250.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[80,n,rail, L: 300.000000, X: -1300.000000, Y: -1250.000000, TDBegin: 2550.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
